model|latency|file|prediction|truth
tiny.en|0.43|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
tiny.en|0.40|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
tiny.en|0.45|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
tiny.en|0.30|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.31|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.31|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.28|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.29|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.29|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.26|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.29|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.34|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.30|sentence_15.wav| There are 24 hours in the day.|There are 24 hours in a day.
tiny.en|0.30|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.32|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.34|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.32|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.35|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.32|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.35|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.32|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.31|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.31|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny.en|0.30|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.33|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.31|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.30|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.31|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.31|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.32|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.33|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.32|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.34|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny.en|0.28|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.31|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.30|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.30|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.32|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.32|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.32|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.31|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.30|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.28|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny.en|0.34|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.40|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.40|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.39|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.37|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.37|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.35|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.33|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.32|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny.en|0.29|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.29|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.30|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.28|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.29|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.29|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.28|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.29|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.31|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.27|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
tiny.en|0.25|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.25|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.26|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.26|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
tiny.en|0.26|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.28|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.26|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.27|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.27|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.26|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.28|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.26|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.26|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.27|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny.en|0.32|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.30|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.31|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.32|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.31|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.30|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.30|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.32|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.30|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.31|sentence_22.wav| It's windy outside so hold onto your head.|It’s windy outside, so hold on to your hat.
tiny.en|0.26|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.27|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.26|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.27|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.26|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.27|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.25|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.28|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.26|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.28|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny.en|0.24|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.26|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.27|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.26|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.26|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.25|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.27|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.25|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.25|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.26|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
tiny.en|0.31|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.30|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.32|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.30|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.32|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.31|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.31|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.30|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.31|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.30|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny.en|0.30|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.31|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.32|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.32|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.31|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.31|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.30|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.32|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.31|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.30|sentence_26.wav| Can you repeat that? I think I'll check.|Can you repeat that? I didn’t catch it.
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.28|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.28|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.26|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.27|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.28|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
tiny.en|0.28|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.26|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.28|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.27|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.27|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.27|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.27|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.28|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.25|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.26|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny.en|0.27|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.27|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.26|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.28|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.26|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.27|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.28|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.31|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.32|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.26|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny.en|0.32|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.29|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.31|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.30|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny.en|0.34|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.32|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.31|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.31|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.31|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.32|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.32|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.32|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.32|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.31|sentence_30.wav| I love the sound of wave scratching in the shore.|I love the sound of the waves crashing on the shore.
tiny.en|0.31|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.29|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.31|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.32|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.30|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny.en|0.29|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.30|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.29|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.31|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.31|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.31|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.36|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.31|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.35|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny.en|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.44|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.34|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.38|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.34|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.33|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.35|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny.en|0.33|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.32|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.32|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.34|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.32|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.34|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.32|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.33|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.33|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.34|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny.en|0.35|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.33|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.32|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.32|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.31|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.30|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
tiny.en|0.32|sentence_35.wav| She sold seashells by the seashore.|She sells seashells by the seashore.
