model|latency|file|prediction|truth
turbo|0.40|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.40|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.40|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.39|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11.30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
turbo|0.32|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.32|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.32|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.32|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.33|sentence_15.wav| there are 24 hours in the day|There are 24 hours in a day.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.35|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.35|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.35|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
turbo|0.34|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.34|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.34|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.35|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.34|sentence_18.wav| the train arrives at 3 45 in the afternoon|The train arrives at 3:45 in the afternoon.
turbo|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.37|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.35|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.35|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.35|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.36|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.35|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.32|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.32|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.32|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.32|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.32|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.33|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.32|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.35|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.35|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.35|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.34|sentence_22.wav| it's windy outside so hold on to your head|It’s windy outside, so hold on to your hat.
turbo|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.33|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.33|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.33|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.33|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.33|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.32|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.34|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.34|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.34|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
turbo|0.33|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.32|sentence_26.wav| can you repeat that i think|Can you repeat that? I didn’t catch it.
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.33|sentence_27.wav| how far is the airport from downtown|How far is the airport from downtown?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.33|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.33|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.33|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.32|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.33|sentence_28.wav| what's the weather like today|What’s the weather like today?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.32|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.32|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.33|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.32|sentence_29.wav| what is the capital of france|What is the capital of France?
turbo|0.35|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.33|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.34|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.33|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.34|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.34|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.35|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.34|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.35|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.34|sentence_3.wav| let's go for a walk in the park|Let’s go for a walk in the park.
turbo|0.37|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.36|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.35|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.35|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.36|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.37|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.36|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.36|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.38|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.35|sentence_30.wav| I love the sound of waves crashing on the shore.|I love the sound of the waves crashing on the shore.
turbo|0.36|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.35|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.35|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.35|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.35|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.34|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.37|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.35|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.36|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.35|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.35|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
turbo|0.36|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.34|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
turbo|0.35|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
turbo|0.35|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
