model|latency|file|prediction|truth
medium.en|0.35|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
medium.en|0.39|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.40|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.39|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.38|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.39|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.38|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.38|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.41|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.36|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.38|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
medium.en|0.38|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.39|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.37|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.37|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.38|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.39|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.38|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.37|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.36|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.39|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
medium.en|0.43|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.41|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.41|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.40|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.38|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.42|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.45|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.42|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.42|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.42|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
medium.en|0.32|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.35|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.34|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.35|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.36|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.32|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.33|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
medium.en|0.28|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.27|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.29|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.28|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.28|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.28|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.33|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.31|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.30|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.31|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
medium.en|0.30|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.29|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.30|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.31|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.28|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.29|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.30|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.32|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.28|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.29|sentence_21.wav| It started raining heavily after lunch.|It started raining heavily after lunch.
medium.en|0.38|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.38|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.39|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.43|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.40|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.42|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.39|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.42|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.42|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.40|sentence_22.wav| It's windy outside, so hold on to your hat.|It’s windy outside, so hold on to your hat.
medium.en|0.32|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.31|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.30|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.28|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.29|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.27|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.27|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.28|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.27|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
medium.en|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.38|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.36|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.42|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.39|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.37|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.36|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.35|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.39|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
medium.en|0.40|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.40|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.43|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.46|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.44|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.42|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.42|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.41|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.41|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.42|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
medium.en|0.33|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.31|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.34|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.32|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.31|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.34|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.31|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.32|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.33|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.36|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
medium.en|0.30|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.29|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.30|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.32|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.29|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.31|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.28|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.28|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.28|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.30|sentence_28.wav| What's the weather like today?|What’s the weather like today?
medium.en|0.30|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.30|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.28|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.29|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.29|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.31|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.31|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.30|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.30|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.28|sentence_29.wav| What is the capital of France?|What is the capital of France?
medium.en|0.36|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.34|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.34|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.33|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.35|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
medium.en|0.37|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.36|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.36|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.37|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.36|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.39|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.34|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.37|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.37|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.35|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
medium.en|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.36|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.35|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.36|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.33|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.36|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.34|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.36|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.33|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.33|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.33|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.33|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.32|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
medium.en|0.38|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.39|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.39|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.37|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.38|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.38|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.37|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.39|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.39|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.38|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
medium.en|0.37|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.34|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.39|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.36|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.35|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
medium.en|0.36|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.37|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.38|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.37|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.39|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.36|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.38|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.35|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.39|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
medium.en|0.35|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
medium.en|0.34|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
medium.en|0.36|sentence_36.wav| Peter Piper picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
